Invoice_ID;Branch;City;Customer_type;Gender;Product_line;Unit_price;Quantity;Tax;Total;Purchase_Date;Purchase_Time;Payment;cogs;gross_margin_percentage;gross_income;Rating
602-80-9671;C;Naypyitaw;Member;Female;Home and lifestyle;15.95;6;4.79;100.49;02/09/2019;17:15:00;Credit card;95.7;4.761.904.762;4.79;5.1
347-72-6115;B;Mandalay;Member;Female;Sports and travel;90.74;7;31.76;666.94;1/16/2019;18:03:00;Credit card;635.18;4.761.904.762;31.76;6.2
209-61-0206;A;Yangon;Normal;Female;Home and lifestyle;42.91;5;107.28;2.252.775;01/05/2019;17:29:00;Ewallet;214.55;4.761.904.762;107.28;6.1
595-27-4851;A;Yangon;Normal;Female;Fashion accessories;54.28;7;19;398.96;1/27/2019;18:05:00;Ewallet;379.96;4.761.904.762;19;9.3
189-52-0236;A;Yangon;Normal;Male;Electronic accessories;99.55;7;348.43;7.316.925;3/14/2019;12:07:00;Cash;696.85;4.761.904.762;348.43;7.6
503-07-0930;C;Naypyitaw;Member;Male;Sports and travel;58.39;7;204.37;4.291.665;2/23/2019;19:49:00;Credit card;408.73;4.761.904.762;204.37;8.2
413-20-6708;C;Naypyitaw;Member;Female;Fashion accessories;51.47;1;25.74;540.44;3/18/2019;15:52:00;Ewallet;51.47;4.761.904.762;25.74;8.5
425-85-2085;B;Mandalay;Member;Male;Health and beauty;54.86;5;13.72;288.02;3/29/2019;16:48:00;Ewallet;274.3;4.761.904.762;13.72;9.8
521-18-7827;C;Naypyitaw;Member;Male;Home and lifestyle;39.39;5;98.48;2.067.975;1/22/2019;20:46:00;Credit card;196.95;4.761.904.762;98.48;8.7
220-28-1851;A;Yangon;Normal;Male;Home and lifestyle;34.73;2;3.47;72.93;03/01/2019;18:14:00;Ewallet;69.46;4.761.904.762;3.47;9.7
600-38-9738;C;Naypyitaw;Member;Male;Sports and travel;71.92;5;17.98;377.58;1/17/2019;15:05:00;Credit card;359.6;4.761.904.762;17.98;4.3
734-91-1155;B;Mandalay;Normal;Female;Electronic accessories;45.71;3;68.57;1.439.865;3/26/2019;10:34:00;Credit card;137.13;4.761.904.762;68.57;7.7
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle;83.17;6;24.95;523.97;3/20/2019;11:23:00;Cash;499.02;4.761.904.762;24.95;7.3
609-81-8548;A;Yangon;Member;Female;Home and lifestyle;37.44;6;11.23;235.87;02/06/2019;13:55:00;Credit card;224.64;4.761.904.762;11.23;5.9
133-14-7229;C;Naypyitaw;Normal;Male;Health and beauty;62.87;2;6.29;132.03;01/01/2019;11:43:00;Cash;125.74;4.761.904.762;6.29;5
534-01-4457;A;Yangon;Normal;Male;Food and beverages;81.71;6;24.51;514.77;1/27/2019;14:36:00;Credit card;490.26;4.761.904.762;24.51;8
719-89-8991;A;Yangon;Member;Female;Sports and travel;91.41;5;228.53;4.799.025;2/25/2019;16:03:00;Ewallet;457.05;4.761.904.762;228.53;7.1
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories;39.21;4;7.84;164.68;1/16/2019;20:03:00;Credit card;156.84;4.761.904.762;7.84;9
339-38-9982;B;Mandalay;Member;Male;Fashion accessories;59.86;2;5.99;125.71;1/13/2019;14:55:00;Ewallet;119.72;4.761.904.762;5.99;6.7
827-44-5872;B;Mandalay;Member;Female;Food and beverages;54.36;10;27.18;570.78;02/07/2019;11:28:00;Credit card;543.6;4.761.904.762;27.18;6.1
827-77-7633;A;Yangon;Normal;Male;Sports and travel;98.09;9;441.41;9.269.505;2/17/2019;19:41:00;Cash;882.81;4.761.904.762;441.41;9.3
287-83-1405;A;Yangon;Normal;Male;Health and beauty;25.43;6;7.63;160.21;02/12/2019;19:01:00;Ewallet;152.58;4.761.904.762;7.63;7
435-13-4908;A;Yangon;Member;Male;Fashion accessories;86.68;8;34.67;728.11;1/24/2019;18:04:00;Credit card;693.44;4.761.904.762;34.67;7.2
857-67-9057;B;Mandalay;Normal;Male;Electronic accessories;22.95;10;11.48;240.98;02/06/2019;19:20:00;Ewallet;229.5;4.761.904.762;11.48;8.2
236-27-1144;C;Naypyitaw;Normal;Female;Food and beverages;16.31;9;73.4;1.541.295;3/26/2019;10:31:00;Ewallet;146.79;4.761.904.762;73.4;8.4
892-05-6689;A;Yangon;Normal;Female;Home and lifestyle;28.32;5;7.08;148.68;03/11/2019;13:28:00;Ewallet;141.6;4.761.904.762;7.08;6.2
583-41-4548;C;Naypyitaw;Normal;Male;Home and lifestyle;16.67;7;58.35;1.225.245;02/07/2019;11:36:00;Ewallet;116.69;4.761.904.762;58.35;7.4
339-12-4827;B;Mandalay;Member;Female;Fashion accessories;73.96;1;3.7;77.66;01/05/2019;11:32:00;Credit card;73.96;4.761.904.762;3.7;5
643-38-7867;A;Yangon;Normal;Male;Home and lifestyle;97.94;1;4.9;102.84;03/07/2019;11:44:00;Ewallet;97.94;4.761.904.762;4.9;6.9
308-81-0538;A;Yangon;Normal;Female;Fashion accessories;73.05;4;14.61;306.81;2/25/2019;17:16:00;Credit card;292.2;4.761.904.762;14.61;4.9
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages;87.48;6;26.24;551.12;02/01/2019;18:43:00;Ewallet;524.88;4.761.904.762;26.24;5.1
460-35-4390;A;Yangon;Normal;Male;Home and lifestyle;30.68;3;4.6;96.64;1/22/2019;11:00:00;Ewallet;92.04;4.761.904.762;4.6;9.1
343-87-0864;C;Naypyitaw;Member;Male;Health and beauty;75.88;1;3.79;79.67;01/03/2019;10:30:00;Credit card;75.88;4.761.904.762;3.79;7.1
173-50-1108;B;Mandalay;Member;Female;Sports and travel;20.18;4;4.04;84.76;2/13/2019;12:14:00;Credit card;80.72;4.761.904.762;4.04;5
243-47-2663;C;Naypyitaw;Member;Male;Electronic accessories;18.77;6;5.63;118.25;1/28/2019;16:43:00;Credit card;112.62;4.761.904.762;5.63;5.5
841-18-8232;B;Mandalay;Normal;Female;Food and beverages;71.2;1;3.56;74.76;01/05/2019;20:40:00;Credit card;71.2;4.761.904.762;3.56;9.2
701-23-5550;B;Mandalay;Member;Male;Home and lifestyle;38.81;4;7.76;163;3/19/2019;13:40:00;Ewallet;155.24;4.761.904.762;7.76;4.9
647-50-1224;A;Yangon;Normal;Female;Fashion accessories;29.42;10;14.71;308.91;01/12/2019;16:23:00;Ewallet;294.2;4.761.904.762;14.71;8.9
541-48-8554;A;Yangon;Normal;Male;Sports and travel;60.95;9;274.28;5.759.775;01/07/2019;12:08:00;Credit card;548.55;4.761.904.762;274.28;6
539-21-7227;B;Mandalay;Normal;Female;Sports and travel;51.54;5;12.89;270.59;1/26/2019;17:45:00;Cash;257.7;4.761.904.762;12.89;4.2
213-32-1216;A;Yangon;Normal;Female;Electronic accessories;66.06;6;19.82;416.18;1/23/2019;10:28:00;Cash;396.36;4.761.904.762;19.82;7.3
747-58-7183;B;Mandalay;Normal;Male;Fashion accessories;57.27;3;85.91;1.804.005;02/09/2019;20:31:00;Ewallet;171.81;4.761.904.762;85.91;6.5
582-52-8065;B;Mandalay;Normal;Female;Fashion accessories;54.31;9;244.4;5.132.295;2/22/2019;10:49:00;Cash;488.79;4.761.904.762;244.4;8.9
210-57-1719;B;Mandalay;Normal;Female;Health and beauty;58.24;9;26.21;550.37;02/05/2019;12:34:00;Cash;524.16;4.761.904.762;26.21;9.7
399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories;22.21;6;6.66;139.92;03/07/2019;10:23:00;Credit card;133.26;4.761.904.762;6.66;8.6
134-75-2619;A;Yangon;Member;Male;Electronic accessories;19.32;7;6.76;142;3/25/2019;18:51:00;Cash;135.24;4.761.904.762;6.76;6.9
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;37.48;3;5.62;118.06;1/20/2019;13:45:00;Credit card;112.44;4.761.904.762;5.62;7.7
198-66-9832;B;Mandalay;Member;Female;Fashion accessories;72.04;2;7.2;151.28;02/04/2019;19:38:00;Cash;144.08;4.761.904.762;7.2;9.5
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;98.52;10;49.26;1034.46;1/30/2019;20:23:00;Ewallet;985.2;4.761.904.762;49.26;4.5
712-39-0363;A;Yangon;Member;Male;Food and beverages;41.66;6;12.5;262.46;01/02/2019;15:24:00;Ewallet;249.96;4.761.904.762;12.5;5.6
218-59-9410;A;Yangon;Member;Female;Home and lifestyle;72.42;3;10.86;228.12;3/29/2019;16:54:00;Ewallet;217.26;4.761.904.762;10.86;8.2
174-75-0888;B;Mandalay;Normal;Male;Electronic accessories;21.58;9;9.71;203.93;3/14/2019;12:32:00;Cash;194.22;4.761.904.762;9.71;7.3
866-99-7614;C;Naypyitaw;Normal;Male;Food and beverages;89.2;10;44.6;936.6;02/11/2019;15:42:00;Credit card;892;4.761.904.762;44.6;4.4
134-54-4720;B;Mandalay;Normal;Female;Electronic accessories;42.42;8;16.97;356.33;1/30/2019;13:58:00;Ewallet;339.36;4.761.904.762;16.97;5.7
760-90-2357;A;Yangon;Member;Male;Electronic accessories;74.51;6;22.35;469.41;3/20/2019;15:08:00;Ewallet;447.06;4.761.904.762;22.35;5
514-37-2845;B;Mandalay;Normal;Male;Fashion accessories;99.25;2;9.93;208.43;3/20/2019;13:02:00;Cash;198.5;4.761.904.762;9.93;9
698-98-5964;A;Yangon;Normal;Female;Food and beverages;81.21;10;40.61;852.71;1/17/2019;13:01:00;Credit card;812.1;4.761.904.762;40.61;6.3
718-57-9773;C;Naypyitaw;Normal;Female;Sports and travel;49.33;10;24.67;517.97;02/03/2019;16:40:00;Credit card;493.3;4.761.904.762;24.67;9.4
651-88-7328;A;Yangon;Normal;Female;Fashion accessories;65.74;9;29.58;621.24;01/01/2019;13:55:00;Cash;591.66;4.761.904.762;29.58;7.7
241-11-2261;B;Mandalay;Normal;Female;Fashion accessories;79.86;7;27.95;586.97;01/10/2019;10:33:00;Credit card;559.02;4.761.904.762;27.95;5.5
408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel;73.98;7;25.89;543.75;03/02/2019;16:42:00;Ewallet;517.86;4.761.904.762;25.89;4.1
834-83-1826;B;Mandalay;Member;Female;Home and lifestyle;82.04;5;20.51;430.71;2/25/2019;17:16:00;Credit card;410.2;4.761.904.762;20.51;7.6
343-61-3544;B;Mandalay;Member;Male;Sports and travel;26.67;10;13.34;280.04;1/29/2019;11:48:00;Cash;266.7;4.761.904.762;13.34;8.6
239-48-4278;A;Yangon;Member;Male;Food and beverages;10.13;7;35.46;744.56;03/10/2019;19:35:00;Ewallet;70.91;4.761.904.762;35.46;8.3
355-34-6244;B;Mandalay;Normal;Male;Food and beverages;72.39;2;7.24;152.02;1/13/2019;19:55:00;Credit card;144.78;4.761.904.762;7.24;8.1
550-84-8664;A;Yangon;Normal;Male;Sports and travel;85.91;5;214.78;4.510.275;3/22/2019;14:33:00;Credit card;429.55;4.761.904.762;214.78;8.6
339-96-8318;B;Mandalay;Member;Male;Fashion accessories;81.31;7;284.59;5.976.285;03/01/2019;19:49:00;Ewallet;569.17;4.761.904.762;284.59;6.3
458-61-0011;B;Mandalay;Normal;Male;Food and beverages;60.3;4;12.06;253.26;2/20/2019;18:43:00;Cash;241.2;4.761.904.762;12.06;5.8
592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages;31.77;4;6.35;133.43;1/14/2019;14:43:00;Ewallet;127.08;4.761.904.762;6.35;6.2
797-88-0493;A;Yangon;Normal;Female;Health and beauty;64.27;4;12.85;269.93;3/26/2019;13:54:00;Cash;257.08;4.761.904.762;12.85;7.7
207-73-1363;B;Mandalay;Normal;Male;Health and beauty;69.51;2;6.95;145.97;03/01/2019;12:15:00;Ewallet;139.02;4.761.904.762;6.95;8.1
390-31-6381;C;Naypyitaw;Normal;Male;Food and beverages;27.22;3;4.08;85.74;01/07/2019;12:37:00;Cash;81.66;4.761.904.762;4.08;7.3
443-82-0585;A;Yangon;Member;Female;Health and beauty;77.68;4;15.54;326.26;02/01/2019;19:54:00;Cash;310.72;4.761.904.762;15.54;8.4
339-18-7061;C;Naypyitaw;Member;Female;Fashion accessories;92.98;2;9.3;195.26;2/13/2019;15:06:00;Credit card;185.96;4.761.904.762;9.3;8
359-90-3665;B;Mandalay;Member;Female;Fashion accessories;18.08;4;3.62;75.94;1/14/2019;18:03:00;Credit card;72.32;4.761.904.762;3.62;9.5
375-72-3056;B;Mandalay;Normal;Male;Sports and travel;63.06;3;9.46;198.64;1/19/2019;15:58:00;Ewallet;189.18;4.761.904.762;9.46;7
127-47-6963;A;Yangon;Normal;Male;Health and beauty;51.71;4;10.34;217.18;03/09/2019;13:53:00;Credit card;206.84;4.761.904.762;10.34;9.8
278-86-2735;A;Yangon;Normal;Female;Food and beverages;52.34;3;7.85;164.87;3/27/2019;14:03:00;Cash;157.02;4.761.904.762;7.85;9.2
695-28-6250;A;Yangon;Normal;Female;Sports and travel;43.06;5;10.77;226.07;02/04/2019;16:38:00;Ewallet;215.3;4.761.904.762;10.77;7.7
379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories;59.61;10;29.81;625.91;3/14/2019;11:07:00;Cash;596.1;4.761.904.762;29.81;5.3
227-50-3718;A;Yangon;Normal;Male;Health and beauty;14.62;5;3.66;76.76;03/04/2019;12:23:00;Cash;73.1;4.761.904.762;3.66;4.4
302-15-2162;C;Naypyitaw;Member;Male;Health and beauty;46.53;6;13.96;293.14;03/03/2019;10:54:00;Credit card;279.18;4.761.904.762;13.96;4.3
788-07-8452;C;Naypyitaw;Member;Female;Home and lifestyle;24.24;7;8.48;178.16;1/27/2019;17:38:00;Ewallet;169.68;4.761.904.762;8.48;9.4
560-49-6611;A;Yangon;Member;Female;Sports and travel;45.58;1;2.28;47.86;02/07/2019;14:13:00;Cash;45.58;4.761.904.762;2.28;9.8
880-35-0356;A;Yangon;Member;Female;Sports and travel;75.2;3;11.28;236.88;02/05/2019;11:51:00;Ewallet;225.6;4.761.904.762;11.28;4.8
585-11-6748;B;Mandalay;Member;Male;Sports and travel;96.8;3;14.52;304.92;3/15/2019;13:05:00;Cash;290.4;4.761.904.762;14.52;5.3
470-31-3286;B;Mandalay;Normal;Male;Health and beauty;14.82;3;2.22;46.68;03/01/2019;11:30:00;Credit card;44.46;4.761.904.762;2.22;8.7
152-68-2907;A;Yangon;Normal;Male;Food and beverages;52.2;3;7.83;164.43;2/15/2019;13:30:00;Credit card;156.6;4.761.904.762;7.83;9.5
123-35-4896;C;Naypyitaw;Normal;Female;Sports and travel;46.66;9;21;440.94;2/17/2019;19:11:00;Ewallet;419.94;4.761.904.762;21;5.3
258-69-7810;C;Naypyitaw;Normal;Female;Fashion accessories;36.85;5;92.13;1.934.625;1/26/2019;18:53:00;Cash;184.25;4.761.904.762;92.13;9.2
334-64-2006;A;Yangon;Member;Female;Home and lifestyle;70.32;2;7.03;147.67;3/24/2019;14:22:00;Ewallet;140.64;4.761.904.762;7.03;9.6
219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories;83.08;1;4.15;87.23;1/23/2019;17:16:00;Ewallet;83.08;4.761.904.762;4.15;6.4
881-41-7302;C;Naypyitaw;Normal;Female;Fashion accessories;64.99;1;32.5;682.4;1/26/2019;10:06:00;Credit card;64.99;4.761.904.762;32.5;4.5
373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages;77.56;10;38.78;814.38;3/14/2019;20:35:00;Ewallet;775.6;4.761.904.762;38.78;6.9
642-30-6693;B;Mandalay;Normal;Female;Sports and travel;54.51;6;16.35;343.41;3/17/2019;13:54:00;Ewallet;327.06;4.761.904.762;16.35;7.8
484-22-8230;C;Naypyitaw;Member;Female;Fashion accessories;51.89;7;181.62;3.813.915;01/08/2019;20:08:00;Cash;363.23;4.761.904.762;181.62;4.5
830-58-2383;B;Mandalay;Normal;Male;Home and lifestyle;31.75;4;6.35;133.35;02/08/2019;15:26:00;Cash;127;4.761.904.762;6.35;8.6
559-98-9873;A;Yangon;Member;Female;Fashion accessories;53.65;7;187.78;3.943.275;02/10/2019;12:56:00;Ewallet;375.55;4.761.904.762;187.78;5.2
544-32-5024;C;Naypyitaw;Member;Female;Food and beverages;49.79;4;9.96;209.12;3/28/2019;19:16:00;Credit card;199.16;4.761.904.762;9.96;6.4
318-12-0304;A;Yangon;Normal;Male;Fashion accessories;30.61;1;15.31;321.41;1/23/2019;12:20:00;Ewallet;30.61;4.761.904.762;15.31;5.2
349-97-8902;B;Mandalay;Member;Male;Food and beverages;57.89;2;5.79;121.57;1/17/2019;10:37:00;Ewallet;115.78;4.761.904.762;5.79;8.9
421-95-9805;A;Yangon;Normal;Female;Electronic accessories;28.96;1;1.45;30.41;02/07/2019;10:18:00;Credit card;28.96;4.761.904.762;1.45;6.2
277-35-5865;C;Naypyitaw;Member;Female;Food and beverages;98.97;9;445.37;9.352.665;03/09/2019;11:23:00;Cash;890.73;4.761.904.762;445.37;6.7
789-23-8625;B;Mandalay;Member;Male;Fashion accessories;93.22;3;13.98;293.64;1/24/2019;11:45:00;Cash;279.66;4.761.904.762;13.98;7.2
284-54-4231;C;Naypyitaw;Member;Male;Sports and travel;80.93;1;40.47;849.77;1/19/2019;16:08:00;Credit card;80.93;4.761.904.762;40.47;9
443-59-0061;A;Yangon;Member;Male;Food and beverages;67.45;10;33.73;708.23;02/03/2019;11:25:00;Ewallet;674.5;4.761.904.762;33.73;4.2
509-29-3912;A;Yangon;Member;Female;Sports and travel;38.72;9;17.42;365.9;3/20/2019;12:24:00;Ewallet;348.48;4.761.904.762;17.42;4.2
327-40-9673;B;Mandalay;Member;Male;Sports and travel;72.6;6;21.78;457.38;1/13/2019;19:51:00;Cash;435.6;4.761.904.762;21.78;6.9
840-19-2096;C;Naypyitaw;Member;Male;Electronic accessories;87.91;5;219.78;4.615.275;3/14/2019;18:10:00;Ewallet;439.55;4.761.904.762;219.78;4.4
828-46-6863;A;Yangon;Member;Male;Food and beverages;98.53;6;29.56;620.74;1/23/2019;11:22:00;Credit card;591.18;4.761.904.762;29.56;4
641-96-3695;C;Naypyitaw;Member;Female;Fashion accessories;43.46;6;13.04;273.8;02/07/2019;17:55:00;Ewallet;260.76;4.761.904.762;13.04;8.5
420-97-3340;A;Yangon;Normal;Female;Food and beverages;71.68;3;10.75;225.79;3/28/2019;15:30:00;Credit card;215.04;4.761.904.762;10.75;9.2
436-54-4512;A;Yangon;Member;Female;Food and beverages;91.61;1;45.81;961.91;3/20/2019;19:44:00;Cash;91.61;4.761.904.762;45.81;9.8
670-79-6321;B;Mandalay;Member;Female;Home and lifestyle;94.59;7;331.07;6.952.365;1/17/2019;15:27:00;Credit card;662.13;4.761.904.762;331.07;4.9
852-62-7105;B;Mandalay;Normal;Female;Fashion accessories;83.25;10;41.63;874.13;01/12/2019;11:25:00;Credit card;832.5;4.761.904.762;41.63;4.4
598-06-7312;B;Mandalay;Member;Male;Fashion accessories;91.35;1;45.68;959.18;2/16/2019;15:42:00;Cash;91.35;4.761.904.762;45.68;6.8
135-13-8269;B;Mandalay;Member;Female;Food and beverages;78.88;2;7.89;165.65;1/26/2019;16:04:00;Cash;157.76;4.761.904.762;7.89;9.1
816-57-2053;A;Yangon;Normal;Male;Sports and travel;60.87;2;6.09;127.83;03/09/2019;12:37:00;Ewallet;121.74;4.761.904.762;6.09;8.7
628-90-8624;B;Mandalay;Member;Male;Health and beauty;82.58;10;41.29;867.09;3/14/2019;14:41:00;Cash;825.8;4.761.904.762;41.29;5
856-66-2701;A;Yangon;Member;Male;Home and lifestyle;53.3;3;8;167.9;1/25/2019;14:19:00;Ewallet;159.9;4.761.904.762;8;7.5
308-39-1707;A;Yangon;Normal;Female;Fashion accessories;12.09;1;0.6;126.95;1/26/2019;18:19:00;Credit card;12.09;4.761.904.762;0.6;8.2
149-61-1929;A;Yangon;Normal;Male;Sports and travel;64.19;10;32.1;674;1/19/2019;14:08:00;Credit card;641.9;4.761.904.762;32.1;6.7
655-07-2265;A;Yangon;Normal;Male;Electronic accessories;78.31;3;117.47;2.466.765;03/05/2019;16:38:00;Ewallet;234.93;4.761.904.762;117.47;5.4
589-02-8023;A;Yangon;Member;Male;Food and beverages;83.77;2;8.38;175.92;1/15/2019;10:54:00;Credit card;167.54;4.761.904.762;8.38;7
420-04-7590;B;Mandalay;Normal;Male;Home and lifestyle;99.7;3;14.96;314.06;3/18/2019;11:29:00;Ewallet;299.1;4.761.904.762;14.96;4.7
182-88-2763;B;Mandalay;Member;Male;Food and beverages;79.91;3;119.87;2.517.165;3/20/2019;19:28:00;Credit card;239.73;4.761.904.762;119.87;5
188-55-0967;B;Mandalay;Member;Male;Health and beauty;66.47;10;33.24;697.94;1/15/2019;15:01:00;Credit card;664.7;4.761.904.762;33.24;5
610-46-4100;A;Yangon;Normal;Male;Health and beauty;28.95;7;101.33;2.127.825;03/03/2019;20:31:00;Credit card;202.65;4.761.904.762;101.33;6
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;46.2;1;2.31;48.51;3/19/2019;12:16:00;Cash;46.2;4.761.904.762;2.31;6.3
364-33-8584;B;Mandalay;Member;Female;Food and beverages;17.63;5;44.08;925.58;03/08/2019;15:27:00;Cash;88.15;4.761.904.762;44.08;8.5
665-63-9737;B;Mandalay;Normal;Male;Fashion accessories;52.42;3;7.86;165.12;2/27/2019;17:36:00;Ewallet;157.26;4.761.904.762;7.86;7.5
695-09-5146;B;Mandalay;Member;Female;Food and beverages;98.79;3;148.19;3.111.885;2/23/2019;20:00:00;Ewallet;296.37;4.761.904.762;148.19;6.4
155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories;88.55;8;35.42;743.82;3/19/2019;15:29:00;Ewallet;708.4;4.761.904.762;35.42;4.7
794-32-2436;B;Mandalay;Member;Male;Electronic accessories;55.67;2;5.57;116.91;3/27/2019;15:08:00;Ewallet;111.34;4.761.904.762;5.57;6
131-15-8856;C;Naypyitaw;Member;Female;Food and beverages;72.52;8;29.01;609.17;3/30/2019;19:26:00;Credit card;580.16;4.761.904.762;29.01;4
273-84-2164;C;Naypyitaw;Member;Male;Electronic accessories;12.05;5;30.13;632.63;2/16/2019;15:53:00;Ewallet;60.25;4.761.904.762;30.13;5.5
706-36-6154;A;Yangon;Member;Male;Home and lifestyle;19.36;9;8.71;182.95;1/18/2019;18:43:00;Ewallet;174.24;4.761.904.762;8.71;8.7
778-89-7974;C;Naypyitaw;Normal;Male;Health and beauty;70.21;6;21.06;442.32;3/30/2019;14:58:00;Cash;421.26;4.761.904.762;21.06;7.4
574-31-8277;B;Mandalay;Member;Male;Fashion accessories;33.63;1;16.82;353.12;3/20/2019;19:55:00;Cash;33.63;4.761.904.762;16.82;5.6
859-71-0933;C;Naypyitaw;Member;Female;Sports and travel;15.49;2;1.55;32.53;1/16/2019;15:10:00;Cash;30.98;4.761.904.762;1.55;6.3
740-11-5257;C;Naypyitaw;Normal;Male;Electronic accessories;24.74;10;12.37;259.77;2/24/2019;16:44:00;Cash;247.4;4.761.904.762;12.37;7.1
369-82-2676;B;Mandalay;Normal;Male;Electronic accessories;75.66;5;18.92;397.22;1/15/2019;18:22:00;Ewallet;378.3;4.761.904.762;18.92;7.8
563-47-4072;B;Mandalay;Normal;Female;Health and beauty;55.81;6;16.74;351.6;1/22/2019;11:52:00;Cash;334.86;4.761.904.762;16.74;9.9
742-04-5161;A;Yangon;Member;Male;Home and lifestyle;72.78;10;36.39;764.19;02/03/2019;17:24:00;Cash;727.8;4.761.904.762;36.39;7.3
149-15-7606;B;Mandalay;Member;Male;Sports and travel;37.32;9;16.79;352.67;03/06/2019;15:31:00;Ewallet;335.88;4.761.904.762;16.79;5.1
133-77-3154;B;Mandalay;Member;Male;Fashion accessories;60.18;4;12.04;252.76;2/16/2019;18:04:00;Credit card;240.72;4.761.904.762;12.04;9.4
169-52-4504;A;Yangon;Normal;Female;Electronic accessories;15.69;3;23.54;494.24;3/14/2019;14:13:00;Credit card;47.07;4.761.904.762;23.54;5.8
250-81-7186;C;Naypyitaw;Normal;Female;Electronic accessories;99.69;1;49.85;1.046.745;2/27/2019;10:23:00;Credit card;99.69;4.761.904.762;49.85;8
562-12-5430;A;Yangon;Member;Female;Fashion accessories;88.15;3;132.23;2.776.725;1/18/2019;10:11:00;Ewallet;264.45;4.761.904.762;132.23;7.9
816-72-8853;A;Yangon;Member;Female;Sports and travel;27.93;5;69.83;1.466.325;1/29/2019;15:48:00;Cash;139.65;4.761.904.762;69.83;5.9
491-38-3499;A;Yangon;Member;Male;Fashion accessories;55.45;1;27.73;582.23;2/26/2019;17:46:00;Credit card;55.45;4.761.904.762;27.73;4.9
322-02-2271;B;Mandalay;Normal;Female;Sports and travel;42.97;3;64.46;1.353.555;02/03/2019;11:46:00;Cash;128.91;4.761.904.762;64.46;9.3
842-29-4695;C;Naypyitaw;Member;Male;Sports and travel;17.14;7;6;125.98;1/16/2019;12:07:00;Credit card;119.98;4.761.904.762;6;7.9
725-67-2480;B;Mandalay;Member;Female;Fashion accessories;58.75;6;17.63;370.13;3/24/2019;18:14:00;Credit card;352.5;4.761.904.762;17.63;5.9
641-51-2661;C;Naypyitaw;Member;Female;Food and beverages;87.1;10;43.55;914.55;02/12/2019;14:45:00;Credit card;871;4.761.904.762;43.55;9.9
714-02-3114;C;Naypyitaw;Normal;Female;Sports and travel;98.8;2;9.88;207.48;2/21/2019;11:39:00;Cash;197.6;4.761.904.762;9.88;7.7
518-17-2983;A;Yangon;Normal;Female;Fashion accessories;48.63;4;9.73;204.25;02/04/2019;15:44:00;Ewallet;194.52;4.761.904.762;9.73;7.6
779-42-2410;B;Mandalay;Member;Male;Food and beverages;57.74;3;8.66;181.88;2/20/2019;13:06:00;Ewallet;173.22;4.761.904.762;8.66;7.7
190-14-3147;B;Mandalay;Normal;Female;Health and beauty;17.97;4;3.59;75.47;2/23/2019;20:43:00;Ewallet;71.88;4.761.904.762;3.59;6.4
408-66-6712;C;Naypyitaw;Member;Female;Health and beauty;47.71;6;14.31;300.57;2/16/2019;14:19:00;Ewallet;286.26;4.761.904.762;14.31;4.4
679-22-6530;B;Mandalay;Normal;Female;Sports and travel;40.62;2;4.06;85.3;1/17/2019;10:01:00;Credit card;81.24;4.761.904.762;4.06;4.1
588-47-8641;A;Yangon;Member;Male;Fashion accessories;56.04;10;28.02;588.42;1/14/2019;19:30:00;Ewallet;560.4;4.761.904.762;28.02;4.4
642-61-4706;B;Mandalay;Member;Male;Food and beverages;93.4;2;9.34;196.14;3/30/2019;16:34:00;Cash;186.8;4.761.904.762;9.34;5.5
576-31-4774;B;Mandalay;Normal;Female;Health and beauty;73.41;3;110.12;2.312.415;03/02/2019;13:10:00;Ewallet;220.23;4.761.904.762;110.12;4
556-41-6224;C;Naypyitaw;Normal;Male;Health and beauty;33.64;8;13.46;282.58;2/15/2019;17:10:00;Credit card;269.12;4.761.904.762;13.46;9.3
811-03-8790;A;Yangon;Normal;Female;Electronic accessories;45.48;10;22.74;477.54;03/01/2019;10:22:00;Credit card;454.8;4.761.904.762;22.74;4.8
242-11-3142;B;Mandalay;Member;Male;Fashion accessories;83.77;2;8.38;175.92;2/24/2019;19:57:00;Cash;167.54;4.761.904.762;8.38;4.6
752-23-3760;B;Mandalay;Member;Female;Sports and travel;64.08;7;22.43;470.99;2/19/2019;19:29:00;Credit card;448.56;4.761.904.762;22.43;7.3
274-05-5470;A;Yangon;Member;Female;Food and beverages;73.47;4;14.69;308.57;2/23/2019;18:30:00;Cash;293.88;4.761.904.762;14.69;6
648-94-3045;C;Naypyitaw;Normal;Male;Health and beauty;58.95;10;29.48;618.98;02/07/2019;14:27:00;Ewallet;589.5;4.761.904.762;29.48;8.1
130-67-4723;A;Yangon;Member;Male;Food and beverages;48.5;6;14.55;305.55;01/11/2019;13:57:00;Ewallet;291;4.761.904.762;14.55;9.4
